tourney_name,round,winner_name,loser_name,surface,total_ServiceGames,total_aces
Adelaide 1,F,Novak Djokovic,Sebastian Korda,Hard,34,22
Adelaide 1,SF,Novak Djokovic,Daniil Medvedev,Hard,19,10
Adelaide 1,SF,Sebastian Korda,Yoshihito Nishioka,Hard,13,9
Adelaide 1,QF,Novak Djokovic,Denis Shapovalov,Hard,19,10
Adelaide 1,QF,Daniil Medvedev,Karen Khachanov,Hard,18,7
Adelaide 1,QF,Sebastian Korda,Jannik Sinner,Hard,19,13
Adelaide 1,QF,Yoshihito Nishioka,Alexei Popyrin,Hard,32,29
Adelaide 1,R16,Novak Djokovic,Quentin Halys,Hard,24,21
Adelaide 1,R16,Denis Shapovalov,Roman Safiullin,Hard,19,10
Adelaide 1,R16,Daniil Medvedev,Miomir Kecmanovic,Hard,15,7
Adelaide 1,R16,Karen Khachanov,Jack Draper,Hard,18,13
Adelaide 1,R16,Jannik Sinner,Thanasi Kokkinakis,Hard,22,14
Adelaide 1,R16,Sebastian Korda,Roberto Bautista Agut,Hard,20,17
Adelaide 1,R16,Yoshihito Nishioka,Mackenzie Mcdonald,Hard,19,3
Adelaide 1,R16,Alexei Popyrin,Marcos Giron,Hard,29,20
Adelaide 1,R32,Novak Djokovic,Constant Lestienne,Hard,17,7
Adelaide 1,R32,Quentin Halys,Jordan Thompson,Hard,19,19
Adelaide 1,R32,Roman Safiullin,Mikael Ymer,Hard,18,6
Adelaide 1,R32,Denis Shapovalov,Rinky Hijikata,Hard,27,9
Adelaide 1,R32,Daniil Medvedev,Lorenzo Sonego,Hard,15,6
Adelaide 1,R32,Miomir Kecmanovic,Christopher Oconnell,Hard,20,13
Adelaide 1,R32,Jack Draper,Soon Woo Kwon,Hard,15,10
Adelaide 1,R32,Karen Khachanov,Pedro Cachin,Hard,18,9
Adelaide 1,R32,Jannik Sinner,Kyle Edmund,Hard,17,6
Adelaide 1,R32,Thanasi Kokkinakis,Maxime Cressy,Hard,24,41
Adelaide 1,R32,Sebastian Korda,Andy Murray,Hard,21,15
Adelaide 1,R32,Roberto Bautista Agut,Andrey Rublev,Hard,29,23
Adelaide 1,R32,Yoshihito Nishioka,Holger Rune,Hard,28,14
Adelaide 1,R32,Mackenzie Mcdonald,Daniel Elahi Galan,Hard,9,6
Adelaide 1,R32,Marcos Giron,Richard Gasquet,Hard,36,23
Adelaide 1,R32,Alexei Popyrin,Felix Auger Aliassime,Hard,22,18
Pune,F,Tallon Griekspoor,Benjamin Bonzi,Hard,31,28
Pune,SF,Tallon Griekspoor,Aslan Karatsev,Hard,19,14
Pune,SF,Benjamin Bonzi,Botic Van De Zandschulp,Hard,31,19
Pune,QF,Aslan Karatsev,Pedro Martinez,Hard,15,14
Pune,QF,Benjamin Bonzi,Filip Krajinovic,Hard,22,13
Pune,QF,Botic Van De Zandschulp,Maximilian Marterer,Hard,18,4
Pune,R16,Marin Cilic,Roberto Carballes Baena,Hard,25,19
Pune,R16,Tallon Griekspoor,Marco Cecchinato,Hard,20,10
Pune,R16,Pedro Martinez,Sebastian Baez,Hard,25,5
Pune,R16,Aslan Karatsev,Tim Van Rijthoven,Hard,24,19
Pune,R16,Filip Krajinovic,Michael Mmoh,Hard,27,13
Pune,R16,Benjamin Bonzi,Emil Ruusuvuori,Hard,19,10
Pune,R16,Maximilian Marterer,Laslo Djere,Hard,20,17
Pune,R16,Botic Van De Zandschulp,Flavio Cobolli,Hard,22,7
Pune,R32,Roberto Carballes Baena,Bernabe Zapata Miralles,Hard,19,4
Pune,R32,Marco Cecchinato,Nikoloz Basilashvili,Hard,16,5
Pune,R32,Tallon Griekspoor,Jaume Munar,Hard,22,12
Pune,R32,Pedro Martinez,Ramkumar Ramanathan,Hard,30,13
Pune,R32,Tim Van Rijthoven,Radu Albot,Hard,20,16
Pune,R32,Aslan Karatsev,Pablo Andujar,Hard,16,6
Pune,R32,Filip Krajinovic,Sumit Nagal,Hard,30,11
Pune,R32,Michael Mmoh,Manas Dhamne,Hard,18,3
Pune,R32,Benjamin Bonzi,Chun Hsin Tseng,Hard,15,4
Pune,R32,Laslo Djere,Alex Molcan,Hard,18,14
Pune,R32,Maximilian Marterer,Elias Ymer,Hard,26,17
Pune,R32,Flavio Cobolli,Sasi Kumar Mukund,Hard,22,7
Auckland,F,Richard Gasquet,Cameron Norrie,Hard,30,11
Auckland,SF,Cameron Norrie,Jenson Brooksby,Hard,19,7
Auckland,QF,Constant Lestienne,Laslo Djere,Hard,32,13
Auckland,QF,Richard Gasquet,David Goffin,Hard,21,14
Auckland,QF,Jenson Brooksby,Quentin Halys,Hard,24,15
Auckland,QF,Cameron Norrie,Marcos Giron,Hard,27,11
Auckland,R16,Laslo Djere,Casper Ruud,Hard,30,28
Auckland,R16,Constant Lestienne,Gregoire Barrere,Hard,31,11
Auckland,R16,Richard Gasquet,Joao Sousa,Hard,20,8
Auckland,R16,David Goffin,Christopher Eubanks,Hard,18,19
Auckland,R16,Quentin Halys,Ben Shelton,Hard,17,18
Auckland,R16,Jenson Brooksby,Diego Schwartzman,Hard,7,0
Auckland,R16,Marcos Giron,J J Wolf,Hard,20,10
Auckland,R16,Cameron Norrie,Jiri Lehecka,Hard,31,10
Auckland,R32,Laslo Djere,Jaume Munar,Hard,28,11
Auckland,R32,Constant Lestienne,Pedro Cachin,Hard,16,8
Auckland,R32,Gregoire Barrere,John Isner,Hard,33,38
Auckland,R32,Richard Gasquet,Kiranpal Pannu,Hard,16,13
Auckland,R32,Christopher Eubanks,Ugo Humbert,Hard,24,15
Auckland,R32,David Goffin,Alexander Bublik,Hard,19,7
Auckland,R32,Ben Shelton,Sebastian Baez,Hard,19,11
Auckland,R32,Quentin Halys,Alex Molcan,Hard,19,25
Auckland,R32,Jenson Brooksby,Fabio Fognini,Hard,28,10
Auckland,R32,J J Wolf,Adrian Mannarino,Hard,22,14
Auckland,R32,Marcos Giron,Federico Coria,Hard,34,6
Auckland,R32,Jiri Lehecka,Thiago Monteiro,Hard,21,12
Adelaide 2,F,Soon Woo Kwon,Roberto Bautista Agut,Hard,31,16
Adelaide 2,SF,Roberto Bautista Agut,Thanasi Kokkinakis,Hard,30,27
Adelaide 2,SF,Soon Woo Kwon,Jack Draper,Hard,33,31
Adelaide 2,QF,Thanasi Kokkinakis,Miomir Kecmanovic,Hard,28,25
Adelaide 2,QF,Roberto Bautista Agut,Alejandro Davidovich Fokina,Hard,17,8
Adelaide 2,QF,Jack Draper,Karen Khachanov,Hard,22,18
Adelaide 2,QF,Soon Woo Kwon,Mikael Ymer,Hard,15,6
Adelaide 2,R16,Thanasi Kokkinakis,Andrey Rublev,Hard,28,27
Adelaide 2,R16,Miomir Kecmanovic,Jason Kubler,Hard,34,33
Adelaide 2,R16,Roberto Bautista Agut,Robin Haase,Hard,27,17
Adelaide 2,R16,Alejandro Davidovich Fokina,John Millman,Hard,18,5
Adelaide 2,R16,Jack Draper,Tommy Paul,Hard,20,15
Adelaide 2,R16,Karen Khachanov,Marc Andrea Huesler,Hard,20,7
Adelaide 2,R16,Mikael Ymer,Mackenzie Mcdonald,Hard,30,9
Adelaide 2,R16,Soon Woo Kwon,Pablo Carreno Busta,Hard,29,21
Adelaide 2,R32,Thanasi Kokkinakis,Alexei Popyrin,Hard,30,22
Adelaide 2,R32,Jason Kubler,Tomas Martin Etcheverry,Hard,24,20
Adelaide 2,R32,Miomir Kecmanovic,Kyle Edmund,Hard,22,18
Adelaide 2,R32,Robin Haase,Benjamin Bonzi,Hard,33,29
Adelaide 2,R32,John Millman,Albert Ramos,Hard,31,14
Adelaide 2,R32,Alejandro Davidovich Fokina,Brandon Nakashima,Hard,20,10
Adelaide 2,R32,Tommy Paul,Christopher Oconnell,Hard,22,13
Adelaide 2,R32,Jack Draper,Lorenzo Sonego,Hard,18,4
Adelaide 2,R32,Marc Andrea Huesler,Arthur Rinderknech,Hard,32,22
Adelaide 2,R32,Mackenzie Mcdonald,Daniel Evans,Hard,24,10
Adelaide 2,R32,Mikael Ymer,Emil Ruusuvuori,Hard,29,5
Adelaide 2,R32,Soon Woo Kwon,Tomas Machac,Hard,20,11
Australian Open,R128,Rafael Nadal,Jack Draper,Hard,37,19
Australian Open,R128,Mackenzie Mcdonald,Brandon Nakashima,Hard,53,33
Australian Open,R128,Dalibor Svrcina,Jaume Munar,Hard,25,7
Australian Open,R128,Yoshihito Nishioka,Mikael Ymer,Hard,30,7
Australian Open,R128,Karen Khachanov,Bernabe Zapata Miralles,Hard,26,12
Australian Open,R128,Jason Kubler,Sebastian Baez,Hard,30,6
Australian Open,R128,Juncheng Shang,Oscar Otte,Hard,42,22
Australian Open,R128,Frances Tiafoe,Daniel Altmaier,Hard,42,41
Australian Open,R128,Hubert Hurkacz,Pedro Martinez,Hard,28,24
Australian Open,R128,Lorenzo Sonego,Nuno Borges,Hard,40,16
Australian Open,R128,Taro Daniel,Ernesto Escobedo,Hard,38,26
Australian Open,R128,Denis Shapovalov,Dusan Lajovic,Hard,37,21
Australian Open,R128,Sebastian Korda,Cristian Garin,Hard,34,21
Australian Open,R128,Yosuke Watanuki,Arthur Rinderknech,Hard,26,18
Australian Open,R128,John Millman,Marc Andrea Huesler,Hard,53,29
Australian Open,R128,Daniil Medvedev,Marcos Giron,Hard,21,10
Australian Open,R128,Stefanos Tsitsipas,Quentin Halys,Hard,31,26
Australian Open,R128,Rinky Hijikata,Yannick Hanfmann,Hard,50,36
Australian Open,R128,Tallon Griekspoor,Pavel Kotov,Hard,30,19
Australian Open,R128,Botic Van De Zandschulp,Ilya Ivashka,Hard,39,17
Australian Open,R128,Lloyd Harris,Lorenzo Musetti,Hard,49,24
Australian Open,R128,Marton Fucsovics,Federico Coria,Hard,50,10
Australian Open,R128,Tomas Martin Etcheverry,Gregoire Barrere,Hard,38,17
Australian Open,R128,Jannik Sinner,Kyle Edmund,Hard,24,8
Australian Open,R128,Cameron Norrie,Luca Van Assche,Hard,27,7
Australian Open,R128,Constant Lestienne,Thiago Monteiro,Hard,30,15
Australian Open,R128,Christopher Eubanks,Soon Woo Kwon,Hard,50,52
Australian Open,R128,Jiri Lehecka,Borna Coric,Hard,27,10
Australian Open,R128,Francisco Cerundolo,Guido Pella,Hard,29,6
Australian Open,R128,Corentin Moutet,Yibing Wu,Hard,52,5
Australian Open,R128,Alex Molcan,Stan Wawrinka,Hard,50,23
Australian Open,R128,Felix Auger Aliassime,Vasek Pospisil,Hard,40,27
Australian Open,R128,Andrey Rublev,Dominic Thiem,Hard,27,11
Australian Open,R128,Emil Ruusuvuori,Max Purcell,Hard,41,31
Australian Open,R128,Jeremy Chardy,Daniel Elahi Galan,Hard,36,9
Australian Open,R128,Daniel Evans,Facundo Bagnis,Hard,40,16
Australian Open,R128,Denis Kudla,Roman Safiullin,Hard,42,28
Australian Open,R128,Ugo Humbert,Richard Gasquet,Hard,28,14
Australian Open,R128,Maxime Cressy,Albert Ramos,Hard,42,39
Australian Open,R128,Holger Rune,Filip Krajinovic,Hard,27,15
Australian Open,R128,Pablo Carreno Busta,Pedro Cachin,Hard,31,27
Australian Open,R128,Benjamin Bonzi,Mattia Bellucci,Hard,41,24
Australian Open,R128,Adrian Mannarino,John Isner,Hard,40,35
Australian Open,R128,Alex De Minaur,Yu Hsiou Hsu,Hard,25,11
Australian Open,R128,Grigor Dimitrov,Aslan Karatsev,Hard,32,24
Australian Open,R128,Laslo Djere,Zizou Bergs,Hard,34,14
Australian Open,R128,Enzo Couacaud,Hugo Dellien,Hard,28,5
Australian Open,R128,Novak Djokovic,Roberto Carballes Baena,Hard,25,13
Australian Open,R128,Taylor Fritz,Nikoloz Basilashvili,Hard,40,41
Australian Open,R128,Alexei Popyrin,Chun Hsin Tseng,Hard,53,33
Australian Open,R128,Ben Shelton,Zhizhen Zhang,Hard,47,30
Australian Open,R128,Nicolas Jarry,Miomir Kecmanovic,Hard,31,26
Australian Open,R128,Diego Schwartzman,Oleksii Krutykh,Hard,43,17
Australian Open,R128,J J Wolf,Jordan Thompson,Hard,40,36
Australian Open,R128,Michael Mmoh,Laurent Lokoli,Hard,48,20
Australian Open,R128,Alexander Zverev,Juan Pablo Varillas,Hard,51,36
Australian Open,R128,Andy Murray,Matteo Berrettini,Hard,52,41
Australian Open,R128,Thanasi Kokkinakis,Fabio Fognini,Hard,23,18
Australian Open,R128,Brandon Holt,Aleksandar Vukic,Hard,44,23
Australian Open,R128,Roberto Bautista Agut,Joao Sousa,Hard,25,10
Australian Open,R128,Alejandro Davidovich Fokina,Alexander Bublik,Hard,46,27
Australian Open,R128,Tommy Paul,Jan Lennard Struff,Hard,27,28
Australian Open,R128,Jenson Brooksby,Christopher Oconnell,Hard,34,17
Australian Open,R128,Casper Ruud,Tomas Machac,Hard,42,21
Australian Open,R64,Mackenzie Mcdonald,Rafael Nadal,Hard,32,20
Australian Open,R64,Yoshihito Nishioka,Dalibor Svrcina,Hard,27,3
Australian Open,R64,Karen Khachanov,Jason Kubler,Hard,40,29
Australian Open,R64,Frances Tiafoe,Juncheng Shang,Hard,27,21
Australian Open,R64,Hubert Hurkacz,Lorenzo Sonego,Hard,47,14
Australian Open,R64,Denis Shapovalov,Taro Daniel,Hard,33,11
Australian Open,R64,Sebastian Korda,Yosuke Watanuki,Hard,30,16
Australian Open,R64,Daniil Medvedev,John Millman,Hard,28,10
Australian Open,R64,Stefanos Tsitsipas,Rinky Hijikata,Hard,23,9
Australian Open,R64,Tallon Griekspoor,Botic Van De Zandschulp,Hard,30,17
Australian Open,R64,Marton Fucsovics,Lloyd Harris,Hard,39,8
Australian Open,R64,Jannik Sinner,Tomas Martin Etcheverry,Hard,25,12
Australian Open,R64,Cameron Norrie,Constant Lestienne,Hard,39,17
Australian Open,R64,Jiri Lehecka,Christopher Eubanks,Hard,38,12
Australian Open,R64,Francisco Cerundolo,Corentin Moutet,Hard,39,3
Australian Open,R64,Felix Auger Aliassime,Alex Molcan,Hard,43,27
Australian Open,R64,Andrey Rublev,Emil Ruusuvuori,Hard,39,25
Australian Open,R64,Daniel Evans,Jeremy Chardy,Hard,27,14
Australian Open,R64,Ugo Humbert,Denis Kudla,Hard,38,23
Australian Open,R64,Holger Rune,Maxime Cressy,Hard,32,20
Australian Open,R64,Benjamin Bonzi,Pablo Carreno Busta,Hard,51,27
Australian Open,R64,Alex De Minaur,Adrian Mannarino,Hard,39,5
Australian Open,R64,Grigor Dimitrov,Laslo Djere,Hard,23,13
Australian Open,R64,Novak Djokovic,Enzo Couacaud,Hard,33,16
Australian Open,R64,Alexei Popyrin,Taylor Fritz,Hard,54,40
Australian Open,R64,Ben Shelton,Nicolas Jarry,Hard,36,18
Australian Open,R64,J J Wolf,Diego Schwartzman,Hard,27,18
Australian Open,R64,Michael Mmoh,Alexander Zverev,Hard,39,26
Australian Open,R64,Andy Murray,Thanasi Kokkinakis,Hard,55,47
Australian Open,R64,Roberto Bautista Agut,Brandon Holt,Hard,43,26
Australian Open,R64,Tommy Paul,Alejandro Davidovich Fokina,Hard,47,24
Australian Open,R64,Jenson Brooksby,Casper Ruud,Hard,41,7
Australian Open,R32,Yoshihito Nishioka,Mackenzie Mcdonald,Hard,29,10
Australian Open,R32,Karen Khachanov,Frances Tiafoe,Hard,40,35
Australian Open,R32,Hubert Hurkacz,Denis Shapovalov,Hard,48,36
Australian Open,R32,Sebastian Korda,Daniil Medvedev,Hard,33,12
Australian Open,R32,Stefanos Tsitsipas,Tallon Griekspoor,Hard,29,13
Australian Open,R32,Jannik Sinner,Marton Fucsovics,Hard,41,9
Australian Open,R32,Jiri Lehecka,Cameron Norrie,Hard,47,13
Australian Open,R32,Felix Auger Aliassime,Francisco Cerundolo,Hard,33,12
Australian Open,R32,Andrey Rublev,Daniel Evans,Hard,27,13
Australian Open,R32,Holger Rune,Ugo Humbert,Hard,30,14
Australian Open,R32,Alex De Minaur,Benjamin Bonzi,Hard,27,14
Australian Open,R32,Novak Djokovic,Grigor Dimitrov,Hard,31,26
Australian Open,R32,Ben Shelton,Alexei Popyrin,Hard,31,26
Australian Open,R32,J J Wolf,Michael Mmoh,Hard,25,16
Australian Open,R32,Roberto Bautista Agut,Andy Murray,Hard,38,12
Australian Open,R32,Tommy Paul,Jenson Brooksby,Hard,26,9
Australian Open,R16,Karen Khachanov,Yoshihito Nishioka,Hard,24,16
Australian Open,R16,Sebastian Korda,Hubert Hurkacz,Hard,45,27
Australian Open,R16,Stefanos Tsitsipas,Jannik Sinner,Hard,48,23
Australian Open,R16,Jiri Lehecka,Felix Auger Aliassime,Hard,43,29
Australian Open,R16,Andrey Rublev,Holger Rune,Hard,49,30
Australian Open,R16,Novak Djokovic,Alex De Minaur,Hard,23,7
Australian Open,R16,Ben Shelton,J J Wolf,Hard,52,42
Australian Open,R16,Tommy Paul,Roberto Bautista Agut,Hard,38,13
Australian Open,QF,Karen Khachanov,Sebastian Korda,Hard,24,16
Australian Open,QF,Stefanos Tsitsipas,Jiri Lehecka,Hard,31,16
Australian Open,QF,Novak Djokovic,Andrey Rublev,Hard,25,20
Australian Open,QF,Tommy Paul,Ben Shelton,Hard,43,31
Australian Open,SF,Stefanos Tsitsipas,Karen Khachanov,Hard,43,28
Australian Open,SF,Novak Djokovic,Tommy Paul,Hard,27,16
Australian Open,F,Novak Djokovic,Stefanos Tsitsipas,Hard,33,22
Cordoba,F,Sebastian Baez,Federico Coria,Clay,25,1
Cordoba,SF,Sebastian Baez,Hugo Dellien,Clay,20,5
Cordoba,SF,Federico Coria,Albert Ramos,Clay,22,9
Cordoba,QF,Hugo Dellien,Juan Manuel Cerundolo,Clay,28,2
Cordoba,QF,Sebastian Baez,Tomas Barrios Vera,Clay,23,8
Cordoba,QF,Albert Ramos,Joao Sousa,Clay,25,6
Cordoba,QF,Federico Coria,Francisco Cerundolo,Clay,12,5
Cordoba,R16,Juan Manuel Cerundolo,Diego Schwartzman,Clay,19,7
Cordoba,R16,Hugo Dellien,Guido Pella,Clay,19,5
Cordoba,R16,Sebastian Baez,Luciano Darderi,Clay,19,5
Cordoba,R16,Tomas Barrios Vera,Bernabe Zapata Miralles,Clay,31,1
Cordoba,R16,Joao Sousa,Cristian Garin,Clay,24,3
Cordoba,R16,Albert Ramos,Dusan Lajovic,Clay,26,8
Cordoba,R16,Federico Coria,Marco Cecchinato,Clay,13,2
Cordoba,R16,Francisco Cerundolo,Federico Delbonis,Clay,30,9
Cordoba,R32,Juan Manuel Cerundolo,Pablo Andujar,Clay,11,1
Cordoba,R32,Guido Pella,Andrea Vavassori,Clay,16,3
Cordoba,R32,Hugo Dellien,Pedro Cachin,Clay,19,6
Cordoba,R32,Luciano Darderi,Hugo Gaston,Clay,19,8
Cordoba,R32,Tomas Barrios Vera,Daniel Elahi Galan,Clay,20,8
Cordoba,R32,Bernabe Zapata Miralles,Roberto Carballes Baena,Clay,33,9
Cordoba,R32,Cristian Garin,Pedro Martinez,Clay,26,7
Cordoba,R32,Joao Sousa,Tomas Martin Etcheverry,Clay,31,16
Cordoba,R32,Dusan Lajovic,Juan Pablo Varillas,Clay,21,7
Cordoba,R32,Federico Coria,Thiago Monteiro,Clay,27,16
Cordoba,R32,Marco Cecchinato,Facundo Bagnis,Clay,20,11
Cordoba,R32,Federico Delbonis,Alejandro Tabilo,Clay,32,17
Dallas,F,Yibing Wu,John Isner,Hard,36,51
Dallas,SF,Yibing Wu,Taylor Fritz,Hard,34,26
Dallas,SF,John Isner,J J Wolf,Hard,33,45
Dallas,QF,Taylor Fritz,Marcos Giron,Hard,30,15
Dallas,QF,Yibing Wu,Adrian Mannarino,Hard,19,10
Dallas,QF,John Isner,Emilio Gomez,Hard,24,35
Dallas,QF,J J Wolf,Frances Tiafoe,Hard,29,25
Dallas,R16,Taylor Fritz,Jack Sock,Hard,22,18
Dallas,R16,Marcos Giron,Oscar Otte,Hard,19,12
Dallas,R16,Yibing Wu,Denis Shapovalov,Hard,22,10
Dallas,R16,Adrian Mannarino,Jordan Thompson,Hard,20,18
Dallas,R16,John Isner,Daniel Altmaier,Hard,21,27
Dallas,R16,Emilio Gomez,Miomir Kecmanovic,Hard,30,18
Dallas,R16,J J Wolf,Radu Albot,Hard,21,16
Dallas,R16,Frances Tiafoe,Mackenzie Mcdonald,Hard,16,9
Dallas,R32,Jack Sock,Ilya Ivashka,Hard,32,16
Dallas,R32,Oscar Otte,Christopher Eubanks,Hard,28,21
Dallas,R32,Marcos Giron,Alex Rybakov,Hard,29,17
Dallas,R32,Yibing Wu,Michael Mmoh,Hard,27,21
Dallas,R32,Jordan Thompson,Denis Kudla,Hard,19,12
Dallas,R32,Adrian Mannarino,Steve Johnson,Hard,20,23
Dallas,R32,John Isner,Chun Hsin Tseng,Hard,24,27
Dallas,R32,Daniel Altmaier,Zachary Svajda,Hard,18,12
Dallas,R32,Emilio Gomez,Gabriel Diallo,Hard,34,26
Dallas,R32,J J Wolf,Brandon Holt,Hard,18,16
Dallas,R32,Radu Albot,Liam Krall,Hard,26,12
Dallas,R32,Mackenzie Mcdonald,Fernando Verdasco,Hard,15,3
Montpellier,F,Jannik Sinner,Maxime Cressy,Hard,21,14
Montpellier,SF,Maxime Cressy,Holger Rune,Hard,36,23
Montpellier,SF,Jannik Sinner,Arthur Fils,Hard,20,11
Montpellier,QF,Holger Rune,Gregoire Barrere,Hard,24,9
Montpellier,QF,Maxime Cressy,Borna Coric,Hard,22,24
Montpellier,QF,Arthur Fils,Quentin Halys,Hard,21,16
Montpellier,QF,Jannik Sinner,Lorenzo Sonego,Hard,18,4
Montpellier,R16,Holger Rune,Marc Andrea Huesler,Hard,20,9
Montpellier,R16,Gregoire Barrere,Nikoloz Basilashvili,Hard,19,6
Montpellier,R16,Borna Coric,Arthur Rinderknech,Hard,21,16
Montpellier,R16,Maxime Cressy,Emil Ruusuvuori,Hard,20,19
Montpellier,R16,Quentin Halys,Alejandro Davidovich Fokina,Hard,18,14
Montpellier,R16,Arthur Fils,Roberto Bautista Agut,Hard,19,11
Montpellier,R16,Lorenzo Sonego,Filip Krajinovic,Hard,19,7
Montpellier,R32,Marc Andrea Huesler,Luca Van Assche,Hard,27,15
Montpellier,R32,Nikoloz Basilashvili,Constant Lestienne,Hard,32,11
Montpellier,R32,Gregoire Barrere,Alexander Bublik,Hard,34,24
Montpellier,R32,Arthur Rinderknech,Luca Nardi,Hard,20,12
Montpellier,R32,Maxime Cressy,Antoine Bellier,Hard,17,17
Montpellier,R32,Emil Ruusuvuori,Mikael Ymer,Hard,16,4
Montpellier,R32,Alejandro Davidovich Fokina,Ugo Humbert,Hard,19,6
Montpellier,R32,Quentin Halys,Clement Chidekh,Hard,32,26
Montpellier,R32,Arthur Fils,Richard Gasquet,Hard,24,10
Montpellier,R32,Lorenzo Sonego,Benjamin Bonzi,Hard,19,5
Montpellier,R32,Filip Krajinovic,Aslan Karatsev,Hard,29,18
Montpellier,R32,Marton Fucsovics,Geoffrey Blancaneaux,Hard,30,2
Delray Beach,F,Taylor Fritz,Miomir Kecmanovic,Hard,26,16
Delray Beach,SF,Taylor Fritz,Mackenzie Mcdonald,Hard,21,15
Delray Beach,SF,Miomir Kecmanovic,Radu Albot,Hard,29,8
Delray Beach,QF,Taylor Fritz,Adrian Mannarino,Hard,22,11
Delray Beach,QF,Mackenzie Mcdonald,Michael Mmoh,Hard,28,6
Delray Beach,QF,Miomir Kecmanovic,Marcos Giron,Hard,21,9
Delray Beach,QF,Radu Albot,Tommy Paul,Hard,16,8
Delray Beach,R16,Taylor Fritz,Emilio Gomez,Hard,19,12
Delray Beach,R16,Adrian Mannarino,J J Wolf,Hard,20,14
Delray Beach,R16,Michael Mmoh,Denis Shapovalov,Hard,30,6
Delray Beach,R16,Mackenzie Mcdonald,Yoshihito Nishioka,Hard,26,14
Delray Beach,R16,Marcos Giron,Matija Pecotic,Hard,18,3
Delray Beach,R16,Miomir Kecmanovic,Nuno Borges,Hard,21,7
Delray Beach,R16,Radu Albot,Aleksandar Vukic,Hard,20,5
Delray Beach,R16,Tommy Paul,Denis Kudla,Hard,19,10
Delray Beach,R32,Emilio Gomez,Tung Lin Wu,Hard,22,6
Delray Beach,R32,Adrian Mannarino,Daniel Altmaier,Hard,29,23
Delray Beach,R32,J J Wolf,Ilya Ivashka,Hard,21,6
Delray Beach,R32,Michael Mmoh,Aleksandar Kovacevic,Hard,28,15
Delray Beach,R32,Mackenzie Mcdonald,Taro Daniel,Hard,16,2
Delray Beach,R32,Yoshihito Nishioka,Oscar Otte,Hard,25,16
Delray Beach,R32,Marcos Giron,Ben Shelton,Hard,20,9
Delray Beach,R32,Matija Pecotic,Jack Sock,Hard,26,13
Delray Beach,R32,Nuno Borges,Steve Johnson,Hard,29,21
Delray Beach,R32,Aleksandar Vukic,Christopher Eubanks,Hard,31,15
Delray Beach,R32,Radu Albot,Fernando Verdasco,Hard,24,5
Delray Beach,R32,Denis Kudla,Jordan Thompson,Hard,31,21
Buenos Aires,F,Carlos Alcaraz,Cameron Norrie,Clay,21,5
Buenos Aires,SF,Carlos Alcaraz,Bernabe Zapata Miralles,Clay,16,4
Buenos Aires,SF,Cameron Norrie,Juan Pablo Varillas,Clay,22,8
Buenos Aires,QF,Carlos Alcaraz,Dusan Lajovic,Clay,18,2
Buenos Aires,QF,Bernabe Zapata Miralles,Francisco Cerundolo,Clay,30,3
Buenos Aires,QF,Juan Pablo Varillas,Lorenzo Musetti,Clay,20,4
Buenos Aires,QF,Cameron Norrie,Tomas Martin Etcheverry,Clay,27,10
Buenos Aires,R16,Carlos Alcaraz,Laslo Djere,Clay,26,10
Buenos Aires,R16,Dusan Lajovic,Camilo Ugo Carabelli,Clay,16,0
Buenos Aires,R16,Bernabe Zapata Miralles,Diego Schwartzman,Clay,16,0
Buenos Aires,R16,Francisco Cerundolo,Jaume Munar,Clay,15,1
Buenos Aires,R16,Juan Pablo Varillas,Dominic Thiem,Clay,20,1
Buenos Aires,R16,Lorenzo Musetti,Pedro Cachin,Clay,17,2
Buenos Aires,R16,Tomas Martin Etcheverry,Roberto Carballes Baena,Clay,25,7
Buenos Aires,R16,Cameron Norrie,Facundo Diaz Acosta,Clay,34,10
Buenos Aires,R32,Laslo Djere,Fabio Fognini,Clay,20,4
Buenos Aires,R32,Camilo Ugo Carabelli,Daniel Elahi Galan,Clay,21,1
Buenos Aires,R32,Dusan Lajovic,Sebastian Baez,Clay,30,4
Buenos Aires,R32,Bernabe Zapata Miralles,Pedro Martinez,Clay,26,4
Buenos Aires,R32,Jaume Munar,Guido Pella,Clay,22,2
Buenos Aires,R32,Francisco Cerundolo,Yannick Hanfmann,Clay,30,5
Buenos Aires,R32,Dominic Thiem,Alex Molcan,Clay,21,9
Buenos Aires,R32,Juan Pablo Varillas,Joao Sousa,Clay,20,4
Buenos Aires,R32,Pedro Cachin,Thiago Monteiro,Clay,22,8
Buenos Aires,R32,Roberto Carballes Baena,Albert Ramos,Clay,22,13
Buenos Aires,R32,Tomas Martin Etcheverry,Hugo Dellien,Clay,25,10
Buenos Aires,R32,Facundo Diaz Acosta,Federico Coria,Clay,24,3
Rotterdam,F,Daniil Medvedev,Jannik Sinner,Hard,28,6
Rotterdam,SF,Jannik Sinner,Tallon Griekspoor,Hard,24,11
Rotterdam,SF,Daniil Medvedev,Grigor Dimitrov,Hard,15,8
Rotterdam,QF,Jannik Sinner,Stan Wawrinka,Hard,16,6
Rotterdam,QF,Tallon Griekspoor,Gijs Brouwer,Hard,20,13
Rotterdam,QF,Daniil Medvedev,Felix Auger Aliassime,Hard,18,5
Rotterdam,QF,Grigor Dimitrov,Alex De Minaur,Hard,30,10
Rotterdam,R16,Jannik Sinner,Stefanos Tsitsipas,Hard,19,4
Rotterdam,R16,Stan Wawrinka,Richard Gasquet,Hard,18,12
